lambda,I_669.0ms
0.0,2.75260393504151e-06
1.0004885197850513,2.8596359104437776e-06
2.0009770395701025,2.9707189283225627e-06
3.001465559355154,3.0860019069104597e-06
4.001954079140205,3.205639067360052e-06
5.002442598925256,3.329790116082646e-06
6.002931118710308,3.4586204331168513e-06
7.003419638495359,3.592301266717869e-06
8.00390815828041,3.731009934363995e-06
9.004396678065461,3.8749300303829485e-06
10.004885197850513,4.024251640406229e-06
11.005373717635564,4.1791715628664255e-06
12.005862237420615,4.339893537758757e-06
13.006350757205666,4.5066284828944456e-06
14.006839276990718,4.6795947378804475e-06
15.007327796775769,4.859018316067099e-06
16.00781631656082,5.045133164712421e-06
17.00830483634587,5.2381814336190625e-06
18.008793356130923,5.438413752507338e-06
19.009281875915974,5.646089517395972e-06
20.009770395701025,5.8614771862697975e-06
21.010258915486077,6.08485458432217e-06
22.010747435271128,6.3165092190676696e-06
23.01123595505618,6.5567386056303446e-06
24.01172447484123,6.805850602520726e-06
25.01221299462628,7.064163758224773e-06
26.012701514411333,7.3320076689364124e-06
27.013190034196384,7.609723347775713e-06
28.013678553981435,7.897663605844904e-06
29.014167073766487,8.196193445483454e-06
30.014655593551538,8.505690466095183e-06
31.01514411333659,8.82654528293029e-06
32.01563263312164,9.159161959216764e-06
33.01612115290669,9.503958452046723e-06
34.01660967269174,9.8613670724347e-06
35.017098192476794,1.0231834959977083e-05
36.017586712261846,1.0615824572554609e-05
37.0180752320469,1.1013814191531757e-05
38.01856375183195,1.1426298442919532e-05
39.019052271617,1.1853788834982798e-05
40.01954079140205,1.2296814312785727e-05
41.0200293111871,1.275592183018346e-05
42.02051783097215,1.3231676939782106e-05
43.021006350757204,1.3724664401404076e-05
44.021494870542256,1.4235488809611896e-05
45.02198339032731,1.4764775240857247e-05
46.02247191011236,1.531316992083917e-05
47.02296042989741,1.588134091267198e-05
48.02344894968246,1.6469978826479513e-05
49.02393746946751,1.70797975510499e-05
50.02442598925256,1.7711535008202444e-05
51.024914509037615,1.8365953930536337e-05
52.025403028822666,1.904384266325092e-05
53.02589154860772,1.97460159907438e-05
54.02638006839277,2.047331598871416e-05
55.02686858817782,2.122661290251922e-05
56.02735710796287,2.200680605255117e-05
57.02784562774792,2.28148247674242e-05
58.02833414753297,2.3651629345780677e-05
59.028822667318025,2.4518212047550645e-05
60.029311187103076,2.541559811552066e-05
61.02979970688813,2.6344846828089477e-05
62.03028822667318,2.7307052584113802e-05
63.03077674645823,2.8303346020772066e-05
64.03126526624328,2.9334895165398974e-05
65.03175378602833,3.040290662226777e-05
66.03224230581338,3.1508626795326454e-05
67.03273082559843,3.265334314791859e-05
68.03321934538349,3.383838550054893e-05
69.03370786516854,3.5065127367782876e-05
70.03419638495359,3.63349873353944e-05
71.03468490473864,3.764943047891096e-05
72.03517342452369,3.9009969824734e-05
73.03566194430874,4.0418167855043306e-05
74.0361504640938,4.187563805772437e-05
75.03663898387885,4.3384046522595756e-05
76.0371275036639,4.4945113585243164e-05
77.03761602344895,4.656061551980167e-05
78.038104543234,4.823238628206542e-05
79.03859306301905,4.996231930433624e-05
80.0390815828041,5.17523693434642e-05
81.03957010258915,5.3604554383570284e-05
82.0400586223742,5.552095759497416e-05
83.04054714215926,5.750372935089978e-05
84.0410356619443,5.955508930356539e-05
85.04152418172936,6.167732852130745e-05
86.04201270151441,6.387281168843455e-05
87.04250122129946,6.614397936954082e-05
88.04298974108451,6.849335034007155e-05
89.04347826086956,7.092352398495831e-05
90.04396678065461,7.343718276720344e-05
91.04445530043967,7.603709476833397e-05
92.04494382022472,7.872611630269789e-05
93.04543234000977,8.150719460762631e-05
94.04592085979482,8.438337061152703e-05
95.04640937957987,8.735778178204708e-05
96.04689789936492,9.043366505647337e-05
97.04738641914997,9.361435985661639e-05
98.04787493893502,9.6903311190457e-05
99.04836345872008,0.00010030407284291564
100.04885197850513,0.00010382031065814564
101.04934049829018,0.0001074558059158233
102.04982901807523,0.00011121445880396125
103.05031753786028,0.00011510029199083656
104.05080605764533,0.00011911745429870101
105.05129457743038,0.0001232702244819856
106.05178309721543,0.00012756301511279833
107.05227161700049,0.00013200037657656695
108.05276013678554,0.00013658700118077157
109.05324865657059,0.0001413277273797548
110.05373717635564,0.00014622754411869552
111.05422569614069,0.0001512915952998907
112.05471421592574,0.00015652518437458187
113.0552027357108,0.00016193377906363176
114.05569125549584,0.00016752301621042947
115.0561797752809,0.00017329870676950943
116.05666829506595,0.00017926684093442217
117.057156814851,0.00018543359340851567
118.05764533463605,0.00019180532882233183
119.0581338544211,0.0001983886073014513
120.05862237420615,0.00020519019018869062
121.0591108939912,0.00021221704592465148
122.05959941377625,0.00021947635609072144
123.0600879335613,0.00022697552161871114
124.06057645334636,0.00023472216917144045
125.06106497313141,0.0002427241576986555
126.06155349291646,0.00025098958517277023
127.06204201270151,0.0002595267955090529
128.06253053248656,0.0002683443856749627
129.0630190522716,0.000277451212993459
130.06350757205666,0.000286856402645224
131.06399609184172,0.00029656935537483584
132.06448461162677,0.00030659975540608904
133.06497313141182,0.00031695757857172187
134.06546165119687,0.0003276531006629735
135.06595017098192,0.00033869690600450876
136.06643869076697,0.0003500998962603667
137.06692721055202,0.00036187329947673375
138.06741573033707,0.0003740286793674588
139.06790425012213,0.0003865779448483686
140.06839276990718,0.0003995333598265886
141.06888128969223,0.0004129075532512164
142.06936980947728,0.00042671352943179995
143.06985832926233,0.0004409646786312806
144.07034684904738,0.00045567478794015837
145.07083536883243,0.000470858052438832
146.07132388861748,0.0004865290866551596
147.07181240840254,0.000502702936324525
148.0723009281876,0.0005193950904597861
149.07278944797264,0.0005366214937386929
150.0732779677577,0.0005543985592164924
151.07376648754274,0.0005727431813716352
152.0742550073278,0.0005916727494926701
153.07474352711284,0.0006112051614145866
154.0752320468979,0.0006313588376130271
155.07572056668295,0.000652152735664999
156.076209086468,0.0006736063650849167
157.07669760625305,0.0006957398025449425
158.0771861260381,0.0007185737074888592
159.07767464582315,0.0007421293381488174
160.0781631656082,0.0007664285679746098
161.07865168539325,0.0007914939024852586
162.0791402051783,0.0008173484965528904
163.07962872496336,0.0008440161721291698
164.0801172447484,0.0008715214364247122
165.08060576453346,0.0008998895005521648
166.0810942843185,0.0009291462986437899
167.08158280410356,0.0009593185074547168
168.0820713238886,0.0009904335664631992
169.08255984367366,0.0010225196984794827
170.08304836345872,0.0010556059307750658
171.08353688324377,0.0010897221167444624
172.08402540302882,0.0011248989581118143
173.08451392281387,0.0011611680276948937
174.08500244259892,0.00119856179273935
175.08549096238397,0.0012371136388363078
176.08597948216902,0.001276857894436669
177.08646800195407,0.001317829855975839
178.08695652173913,0.0013600658136226436
179.08744504152418,0.0014036030776668068
180.08793356130923,0.0014484800055593768
181.08842208109428,0.0014947360296209296
182.08891060087933,0.0015424116854325862
183.08939912066438,0.0015915486409252453
184.08988764044943,0.001642189726182729
185.09037616023448,0.001694378963974842
186.09086468001954,0.0017481616010365981
187.0913531998046,0.0018035841401103049
188.09184171958964,0.0018606943727674816
189.0923302393747,0.0019195414130278362
190.09281875915974,0.001980175731793004
191.0933072789448,0.002042649192112941
192.09379579872984,0.002107015085303372
193.0942843185149,0.0021733281679329488
194.09477283829995,0.0022416446996991
195.095261358085,0.002312022482212004
196.09574987787005,0.0023845208987064758
197.0962383976551,0.0024592009547019116
198.09672691744015,0.002536125319630749
199.0972154372252,0.002615358369456404
200.09770395701025,0.002696966230302
201.0981924767953,0.0027810168231116343
202.09868099658036,0.0028675799093661127
203.0991695163654,0.0029567271378758897
204.09965803615046,0.0030485320926740274
205.1001465559355,0.003143070342032578
206.10063507572056,0.0032404194886261105
207.1011235955056,0.0033406592208667135
208.10161211529066,0.0034438713654350197
209.10210063507571,0.0035501399410324997
210.10258915486077,0.0036595512133804184
211.10307767464582,0.0037721937514916567
212.10356619443087,0.003888158485241735
213.10405471421592,0.004007538764266138
214.10454323400097,0.00413043041821132
215.10503175378602,0.004256931818367169
216.10552027357107,0.004387143940709723
217.10600879335612,0.00452117043038272
218.10649731314118,0.004659117667647477
219.10698583292623,0.004801094835331113
220.10747435271128,0.004947213987803552
221.10796287249633,0.005097590121514246
222.10845139228138,0.005252341247120159
223.10893991206643,0.0054115884632369125
224.10942843185148,0.005575456031846014
225.10991695163654,0.005744071455390966
226.1104054714216,0.0059175655555961494
227.11089399120664,0.006096072554042664
228.1113825109917,0.006279730154535989
229.11187103077674,0.006468679627300995
230.1123595505618,0.006663065895040027
231.11284807034684,0.006863037620890858
232.1133365901319,0.00706874729832179
233.11382510991695,0.007280351343001408
234.114313629702,0.007498010186681672
235.11480214948705,0.007721888373133118
236.1152906692721,0.007952154656172042
237.11577918905715,0.00818898209981994
238.1162677088422,0.008432548180635921
239.11675622862725,0.008683034892263679
240.1172447484123,0.008940628852235646
241.11773326819736,0.0092055214110767
242.1182217879824,0.009477908763751238
243.11871030776746,0.009757992063497587
244.1191988275525,0.010045977538095104
245.11968734733756,0.010342076608609167
246.1201758671226,0.010646506010660323
247.12066438690766,0.010959487918264661
248.1211529066927,0.011281250070293111
249.12164142647777,0.011612025899598259
250.12212994626282,0.011952054664857088
251.12261846604787,0.01230158158518015
252.12310698583292,0.012660857977537453
253.12359550561797,0.013030141397052535
254.12408402540302,0.013409695780216314
255.12457254518807,0.013799791591073932
256.1250610649731,0.014200705970437735
257.1255495847582,0.014612722888181492
258.1260381045432,0.015036133298669567
259.1265266243283,0.015471235299377975
260.12701514411333,0.015918334292763466
261.1275036638984,0.01637774315143843
262.12799218368343,0.016849782386708857
263.1284807034685,0.017334780320535335
264.12896922325353,0.017833073260976075
265.1294577430386,0.01834500568117336
266.12994626282364,0.0188709304019439
267.1304347826087,0.019411208778035337
268.13092330239374,0.01996621088811278
269.1314118221788,0.02053631572853826
270.13190034196384,0.021121911411008186
271.1323888617489,0.02172339536411352
272.13287738153394,0.022341174538890455
273.133365901319,0.022975665618427288
274.13385442110405,0.023627295231595933
275.1343429408891,0.024296500170976898
276.13483146067415,0.02498372761504766
277.1353199804592,0.025689435354704696
278.13580850024425,0.026414092024190008
279.1362970200293,0.02715817733649515
280.13678553981435,0.02792218232331536
281.1372740595994,0.02870660957962827
282.13776257938446,0.029511973512970992
283.1382510991695,0.030338800597491493
284.13873961895456,0.031187629632852047
285.1392281387396,0.032059012008060404
286.13971665852466,0.03295351197030746
287.1402051783097,0.033871706898890984
288.14069369809476,0.034814187584304726
289.1411822178798,0.03578155851257489
290.14167073766487,0.03677443815492359
291.1421592574499,0.037793459262843346
292.14264777723497,0.03883926916866638
293.14313629702,0.03991253009171212
294.1436248168051,0.04101391945009787
295.1441133365901,0.04214413017829896
296.1446018563752,0.043303871050545985
297.1450903761602,0.04449386701014585
298.1455788959453,0.04571485950481547
299.14606741573033,0.04696760682811709
300.1465559355154,0.048252884467086796
301.14704445530043,0.04957148545614619
302.1475329750855,0.050924220737389184
303.14802149487053,0.05231191952733658
304.1485100146556,0.05373542969025323
305.14899853444064,0.055195618118120904
306.1494870542257,0.0566933711173623
307.14997557401074,0.05822959480241206
308.1504640937958,0.05980521549623273
309.15095261358084,0.061421180137872115
310.1514411333659,0.0630784566971612
311.15192965315094,0.0647780345966496
312.152418172936,0.06652092514088281
313.15290669272105,0.06830816195311794
314.1533952125061,0.07014080141958162
315.15388373229115,0.07201992314136975
316.1543722520762,0.07394663039409578
317.15486077186125,0.07592205059538899
318.1553492916463,0.07794733578034542
319.15583781143135,0.08002366308503968
320.1563263312164,0.0821522352382013
321.15681485100146,0.08433428106116311
322.1573033707865,0.08657105597618833
323.15779189057156,0.08886384252328121
324.1582804103566,0.09121395088559509
325.15876893014166,0.09362271942354296
326.1592574499267,0.0960915152177196
327.15974596971176,0.09862173462074532
328.1602344894968,0.1012148038181461
329.16072300928187,0.10387217939837559
330.1612115290669,0.10659534893209273
331.16170004885197,0.10938583156080792
332.162188568637,0.11224517859500875
333.1626770884221,0.11517497412188123
334.1631656082071,0.11817683562273497
335.1636541279922,0.12125241460024949
336.1641426477772,0.1244033972156558
337.1646311675623,0.12763150493596842
338.1651196873473,0.13093849519137923
339.1656082071324,0.13432616204293055
340.16609672691743,0.13779633686058346
341.1665852467025,0.1413508890117994
342.16707376648753,0.14499172656074183
343.1675622862726,0.1487207969782242
344.16805080605764,0.15254008786251616
345.1685393258427,0.15645162767112375
346.16902784562774,0.16045748646366126
347.1695163654128,0.164559776655929
348.17000488519784,0.16876065378531827
349.1704934049829,0.17306231728765586
350.17098192476794,0.1774670112856057
351.171470444553,0.18197702538874252
352.17195896433805,0.1865946955054186
353.1724474841231,0.19132240466653502
354.17293600390815,0.19616258386133628
355.1734245236932,0.2011177128853375
356.17391304347825,0.20619032120051164
357.1744015632633,0.21138298880784198
358.17489008304835,0.21669834713235706
359.1753786028334,0.2221390799207628
360.17586712261846,0.22770792415178634
361.1763556424035,0.2334076709593464
362.17684416218856,0.23924116656866004
363.1773326819736,0.24521131324539455
364.17782120175866,0.25132107025798855
365.1783097215437,0.2575734548532413
366.17879824132876,0.26397154324528693
367.1792867611138,0.2705184716180536
368.17977528089887,0.27721743714133396
369.1802638006839,0.28407169900055834
370.18075232046897,0.29108457944038096
371.181240840254,0.29825946482219134
372.18172936003907,0.3055998066956474
373.1822178798241,0.313109122884344
374.1827063996092,0.32079099858570603
375.1831949193942,0.3286490874852145
376.1836834391793,0.3366871128850702
377.1841719589643,0.34490886884738703
378.1846604787494,0.3533182213520098
379.18514899853443,0.3619191094690559
380.1856375183195,0.3707155465462785
381.18612603810453,0.37971162141133985
382.1866145578896,0.3889114995890803
383.18710307767464,0.39831942453387914
384.1875915974597,0.40793971887719355
385.18808011724474,0.41777678569036225
386.1885686370298,0.427835109762748
387.18905715681484,0.43811925889530984
388.1895456765999,0.44863388520967973
389.19003419638494,0.45938372647282794
390.19052271617,0.4703736074373767
391.19101123595505,0.4816084411976471
392.1914997557401,0.49309323056150584
393.19198827552515,0.5048330694380808
394.1924767953102,0.5168331442414058
395.19296531509525,0.5290987353100538
396.1934538348803,0.5416352183428332
397.19394235466535,0.5544480658505907
398.1944308744504,0.5675428486241743
399.19491939423546,0.5809252372186103
400.1954079140205,0.5946010034535416
401.19589643380556,0.6085760219299857
402.1963849535906,0.6228562715634187
403.19687347337566,0.6374478371332507
404.1973619931607,0.6523569108487336
405.19785051294576,0.6675897939313059
406.1983390327308,0.6831528982134183
407.19882755251587,0.6990527477538596
408.1993160723009,0.7152959804696021
409.19980459208597,0.7318893497841941
410.200293111871,0.7488397262926858
411.20078163165607,0.766154099443116
412.2012701514411,0.7838395792345627
413.2017586712262,0.8019033979317542
414.2022471910112,0.8203529117962234
415.2027357107963,0.8391956028340123
416.2032242305813,0.8584390805599064
417.2037127503664,0.8780910837781811
418.20420127015143,0.8981594823798394
419.2046897899365,0.9186522791562832
420.20517830972153,0.9395776116294434
421.2056668295066,0.9609437538982853
422.20615534929163,0.9827591185016364
423.2066438690767,1.0050322582973303
424.20713238886174,1.0277718683575772
425.2076209086468,1.050986787880523
426.20810942843184,1.074686002117909
427.2085979482169,1.0988786443187721
428.20908646800194,1.1235739976891124
429.209574987787,1.1487814973674557
430.21006350757204,1.1745107324161725
431.2105520273571,1.2007714478285154
432.21104054714215,1.227573546551244
433.2115290669272,1.2549270915227415
434.21201758671225,1.2828423077264839
435.2125061064973,1.3113295842597639
436.21299462628235,1.3403994764175409
437.2134831460674,1.3700627077912775
438.21397166585245,1.4003301723826087
439.2144601856375,1.4312129367316988
440.21494870542256,1.4627222420601498
441.2154372252076,1.494869506428297
442.21592574499266,1.5276663269066684
443.2164142647777,1.5611244817614953
444.21690278456276,1.5952559326540487
445.2173913043478,1.6300728268536502
446.21787982413286,1.6655874994640822
447.2183683439179,1.7018124756632518
448.21885686370297,1.73876047295587
449.219345383488,1.776444403438931
450.21983390327307,1.814877376079737
451.2203224230581,1.8540726990062069
452.2208109428432,1.8940438818092973
453.2212994626282,1.9348046378572141
454.2217879824133,1.976368886621121
455.2222765021983,2.018750756012136
456.2227650219834,2.0619645847292856
457.22325354176843,2.1060249246181693
458.2237420615535,2.150946543039926
459.22423058133853,2.196744425250314
460.2247191011236,2.243433776788497
461.22520762090863,2.291030025875258
